normalized_query,query_type,reward,risky
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
"insert into `city` values (0,'str','str','str',0)",INSERT,1,0
